year,region,country,sector,finance_type,value_usd_mn
2021,Latin America & Caribbean,Colombia,Renewable Energy,Grant,645.73
2021,Latin America & Caribbean,Colombia,Renewable Energy,Bond,92.68
2021,Latin America & Caribbean,Chile,Renewable Energy,Equity,131.07
2021,Latin America & Caribbean,Argentina,Renewable Energy,Equity,892.37
2021,Europe & Central Asia,Turkey,Renewable Energy,Non-Concessional Loan,461.56
2021,Europe & Central Asia,Turkey,Renewable Energy,Bond,600.28
2021,Europe & Central Asia,Ukraine,Renewable Energy,Grant,471.0
2021,Europe & Central Asia,Ukraine,Renewable Energy,Equity,209.12
2021,Europe & Central Asia,Poland,Renewable Energy,Bond,597.6
2021,Europe & Central Asia,Romania,Renewable Energy,Equity,102.31
2021,Europe & Central Asia,Romania,Renewable Energy,Non-Concessional Loan,475.77
2021,Europe & Central Asia,Kazakhstan,Renewable Energy,Equity,259.37
2021,Middle East & North Africa,Morocco,Renewable Energy,Bond,192.89
2021,Middle East & North Africa,Morocco,Renewable Energy,Non-Concessional Loan,1240.35
2021,Middle East & North Africa,Egypt,Renewable Energy,Non-Concessional Loan,693.98
2021,Middle East & North Africa,Jordan,Renewable Energy,Equity,498.11
2021,Middle East & North Africa,Tunisia,Renewable Energy,Equity,28.61
2021,Middle East & North Africa,Tunisia,Renewable Energy,Equity,120.35
2022,Sub-Saharan Africa,Kenya,Renewable Energy,Non-Concessional Loan,444.46
2022,Sub-Saharan Africa,Kenya,Renewable Energy,Grant,715.35
2022,Sub-Saharan Africa,Nigeria,Renewable Energy,Bond,1527.27
2022,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,361.72
2022,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,158.5
2022,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,2.53
2022,Sub-Saharan Africa,Ethiopia,Renewable Energy,Equity,582.84
2022,Sub-Saharan Africa,Ethiopia,Renewable Energy,Bond,1372.97
2022,Sub-Saharan Africa,Ghana,Renewable Energy,Bond,2214.37
2022,Sub-Saharan Africa,Tanzania,Renewable Energy,Bond,161.38
2022,Sub-Saharan Africa,Tanzania,Renewable Energy,Equity,29.31
2022,South Asia,India,Renewable Energy,Equity,41.84
2022,South Asia,Bangladesh,Renewable Energy,Bond,360.32
2022,South Asia,Pakistan,Renewable Energy,Non-Concessional Loan,182.43
2022,South Asia,Pakistan,Renewable Energy,Bond,2242.2
2022,South Asia,Sri Lanka,Renewable Energy,Equity,957.92
2022,South Asia,Nepal,Renewable Energy,Grant,71.95
2022,East Asia & Pacific,China,Renewable Energy,Equity,291.8
2022,East Asia & Pacific,China,Renewable Energy,Equity,1712.04
2022,East Asia & Pacific,Indonesia,Renewable Energy,Equity,616.09
2022,East Asia & Pacific,Indonesia,Renewable Energy,Grant,80.98
2022,East Asia & Pacific,Vietnam,Renewable Energy,Equity,5.45
2022,East Asia & Pacific,Philippines,Renewable Energy,Equity,148.58
2022,East Asia & Pacific,Thailand,Renewable Energy,Non-Concessional Loan,323.07
2022,Latin America & Caribbean,Brazil,Renewable Energy,Equity,233.18
2022,Latin America & Caribbean,Mexico,Renewable Energy,Equity,39.89
2022,Latin America & Caribbean,Colombia,Renewable Energy,Non-Concessional Loan,306.57
2022,Latin America & Caribbean,Colombia,Renewable Energy,Bond,1244.51
2022,Latin America & Caribbean,Chile,Renewable Energy,Non-Concessional Loan,283.43
2022,Latin America & Caribbean,Chile,Renewable Energy,Bond,339.71
2022,Latin America & Caribbean,Argentina,Renewable Energy,Equity,865.43
2022,Latin America & Caribbean,Argentina,Renewable Energy,Equity,240.74
2022,Europe & Central Asia,Turkey,Renewable Energy,Non-Concessional Loan,105.23
2022,Europe & Central Asia,Ukraine,Renewable Energy,Non-Concessional Loan,180.89
2022,Europe & Central Asia,Ukraine,Renewable Energy,Bond,733.23
2022,Europe & Central Asia,Poland,Renewable Energy,Grant,248.94
2022,Europe & Central Asia,Romania,Renewable Energy,Equity,40.61
2022,Europe & Central Asia,Romania,Renewable Energy,Bond,143.37
2022,Europe & Central Asia,Kazakhstan,Renewable Energy,Grant,114.53
2022,Europe & Central Asia,Kazakhstan,Renewable Energy,Equity,19.19
2022,Middle East & North Africa,Morocco,Renewable Energy,Non-Concessional Loan,708.18
2022,Middle East & North Africa,Morocco,Renewable Energy,Bond,1133.73
2022,Middle East & North Africa,Egypt,Renewable Energy,Equity,742.52
2022,Middle East & North Africa,Egypt,Renewable Energy,Grant,377.66
2022,Middle East & North Africa,Jordan,Renewable Energy,Equity,849.78
2022,Middle East & North Africa,Jordan,Renewable Energy,Non-Concessional Loan,922.61
2022,Middle East & North Africa,Tunisia,Renewable Energy,Equity,3.4
2022,Middle East & North Africa,Tunisia,Renewable Energy,Equity,811.2
2023,Sub-Saharan Africa,Kenya,Renewable Energy,Equity,3056.08
2023,Sub-Saharan Africa,Kenya,Renewable Energy,Equity,390.43
2023,Sub-Saharan Africa,Nigeria,Renewable Energy,Non-Concessional Loan,187.77
2023,Sub-Saharan Africa,Nigeria,Renewable Energy,Non-Concessional Loan,1308.42
2023,Sub-Saharan Africa,South Africa,Renewable Energy,Bond,474.45
2023,Sub-Saharan Africa,Ethiopia,Renewable Energy,Equity,185.56
2023,Sub-Saharan Africa,Ethiopia,Renewable Energy,Equity,108.86
2023,Sub-Saharan Africa,Ghana,Renewable Energy,Bond,176.74
2023,Sub-Saharan Africa,Ghana,Renewable Energy,Equity,690.17
2023,Sub-Saharan Africa,Tanzania,Renewable Energy,Non-Concessional Loan,51.51
2023,South Asia,India,Renewable Energy,Bond,82.17
2023,South Asia,Bangladesh,Renewable Energy,Equity,433.24
2023,South Asia,Bangladesh,Renewable Energy,Grant,1469.84
2023,South Asia,Pakistan,Renewable Energy,Grant,521.18
2023,South Asia,Sri Lanka,Renewable Energy,Non-Concessional Loan,283.12
2023,South Asia,Sri Lanka,Renewable Energy,Equity,591.48
2023,South Asia,Nepal,Renewable Energy,Non-Concessional Loan,1035.98
2023,East Asia & Pacific,China,Renewable Energy,Bond,96.0
2023,East Asia & Pacific,Indonesia,Renewable Energy,Bond,126.15
2023,East Asia & Pacific,Indonesia,Renewable Energy,Grant,122.26
2023,East Asia & Pacific,Vietnam,Renewable Energy,Non-Concessional Loan,22.26
2023,East Asia & Pacific,Philippines,Renewable Energy,Equity,685.05
2023,East Asia & Pacific,Philippines,Renewable Energy,Bond,410.99
2023,East Asia & Pacific,Thailand,Renewable Energy,Bond,243.48
2023,East Asia & Pacific,Thailand,Renewable Energy,Equity,99.84
2023,Latin America & Caribbean,Brazil,Renewable Energy,Bond,1035.06
2023,Latin America & Caribbean,Mexico,Renewable Energy,Equity,215.16
2023,Latin America & Caribbean,Colombia,Renewable Energy,Grant,592.3
2023,Latin America & Caribbean,Colombia,Renewable Energy,Bond,414.06
2023,Latin America & Caribbean,Chile,Renewable Energy,Equity,142.48
2023,Latin America & Caribbean,Argentina,Renewable Energy,Grant,497.58
2023,Latin America & Caribbean,Argentina,Renewable Energy,Bond,633.02
2023,Europe & Central Asia,Turkey,Renewable Energy,Bond,98.05
2023,Europe & Central Asia,Ukraine,Renewable Energy,Non-Concessional Loan,121.02
2023,Europe & Central Asia,Poland,Renewable Energy,Bond,184.1
2023,Europe & Central Asia,Poland,Renewable Energy,Bond,148.79
2023,Europe & Central Asia,Romania,Renewable Energy,Non-Concessional Loan,131.41
2023,Europe & Central Asia,Kazakhstan,Renewable Energy,Grant,3.37
2023,Europe & Central Asia,Kazakhstan,Renewable Energy,Equity,231.84
2023,Middle East & North Africa,Morocco,Renewable Energy,Non-Concessional Loan,518.44
2023,Middle East & North Africa,Egypt,Renewable Energy,Non-Concessional Loan,1226.15
2023,Middle East & North Africa,Jordan,Renewable Energy,Grant,686.19
2023,Middle East & North Africa,Tunisia,Renewable Energy,Equity,280.43
2024,Sub-Saharan Africa,Kenya,Renewable Energy,Equity,447.41
2024,Sub-Saharan Africa,Nigeria,Renewable Energy,Grant,29.54
2024,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,1130.42
2024,Sub-Saharan Africa,Ethiopia,Renewable Energy,Non-Concessional Loan,298.5
2024,Sub-Saharan Africa,Ethiopia,Renewable Energy,Non-Concessional Loan,401.73
2024,Sub-Saharan Africa,Ghana,Renewable Energy,Non-Concessional Loan,218.02
2024,Sub-Saharan Africa,Ghana,Renewable Energy,Equity,880.46
2024,Sub-Saharan Africa,Tanzania,Renewable Energy,Non-Concessional Loan,1119.87
2024,Sub-Saharan Africa,Tanzania,Renewable Energy,Bond,924.95
2024,South Asia,India,Renewable Energy,Bond,316.5
2024,South Asia,Bangladesh,Renewable Energy,Bond,402.72
2024,South Asia,Bangladesh,Renewable Energy,Non-Concessional Loan,571.3
2024,South Asia,Pakistan,Renewable Energy,Equity,77.14
2024,South Asia,Sri Lanka,Renewable Energy,Bond,377.44
2024,South Asia,Nepal,Renewable Energy,Non-Concessional Loan,326.17
2024,South Asia,Nepal,Renewable Energy,Bond,253.95
2024,East Asia & Pacific,China,Renewable Energy,Bond,179.04
2024,East Asia & Pacific,Indonesia,Renewable Energy,Non-Concessional Loan,303.67
2024,East Asia & Pacific,Indonesia,Renewable Energy,Equity,263.6
2024,East Asia & Pacific,Vietnam,Renewable Energy,Bond,448.77
2024,East Asia & Pacific,Philippines,Renewable Energy,Grant,450.1
2024,East Asia & Pacific,Thailand,Renewable Energy,Grant,508.3
2024,East Asia & Pacific,Thailand,Renewable Energy,Bond,49.68
2024,Latin America & Caribbean,Brazil,Renewable Energy,Equity,1195.32
2024,Latin America & Caribbean,Brazil,Renewable Energy,Equity,135.5
2024,Latin America & Caribbean,Mexico,Renewable Energy,Equity,1118.14
2024,Latin America & Caribbean,Colombia,Renewable Energy,Non-Concessional Loan,665.8
2024,Latin America & Caribbean,Colombia,Renewable Energy,Bond,916.24
2024,Latin America & Caribbean,Chile,Renewable Energy,Bond,125.13
2024,Latin America & Caribbean,Argentina,Renewable Energy,Bond,1203.54
2024,Europe & Central Asia,Turkey,Renewable Energy,Bond,406.57
2024,Europe & Central Asia,Turkey,Renewable Energy,Bond,1680.34
2024,Europe & Central Asia,Ukraine,Renewable Energy,Non-Concessional Loan,950.35
2024,Europe & Central Asia,Ukraine,Renewable Energy,Bond,1039.49
2024,Europe & Central Asia,Poland,Renewable Energy,Bond,109.74
2024,Europe & Central Asia,Romania,Renewable Energy,Grant,485.49
2024,Europe & Central Asia,Romania,Renewable Energy,Equity,723.74
2024,Europe & Central Asia,Kazakhstan,Renewable Energy,Bond,630.23
2024,Middle East & North Africa,Morocco,Renewable Energy,Non-Concessional Loan,182.97
2024,Middle East & North Africa,Egypt,Renewable Energy,Equity,927.6
2024,Middle East & North Africa,Egypt,Renewable Energy,Equity,375.91
2024,Middle East & North Africa,Jordan,Renewable Energy,Bond,912.4
2024,Middle East & North Africa,Jordan,Renewable Energy,Equity,1354.58
2024,Middle East & North Africa,Tunisia,Renewable Energy,Equity,720.31
2025,Sub-Saharan Africa,Kenya,Renewable Energy,Equity,1156.17
2025,Sub-Saharan Africa,Kenya,Renewable Energy,Equity,595.28
2025,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,2532.71
2025,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,425.81
2025,Sub-Saharan Africa,Ethiopia,Renewable Energy,Equity,86.67
2025,Sub-Saharan Africa,Ethiopia,Renewable Energy,Equity,152.3
2025,Sub-Saharan Africa,Ghana,Renewable Energy,Non-Concessional Loan,2757.9
2025,Sub-Saharan Africa,Ghana,Renewable Energy,Bond,352.81
2025,Sub-Saharan Africa,Tanzania,Renewable Energy,Equity,31.8
2025,South Asia,India,Renewable Energy,Equity,71.95
2025,South Asia,Bangladesh,Renewable Energy,Non-Concessional Loan,617.24
2025,South Asia,Bangladesh,Renewable Energy,Equity,234.49
2025,South Asia,Pakistan,Renewable Energy,Equity,416.95
2025,South Asia,Pakistan,Renewable Energy,Grant,586.08
2025,South Asia,Sri Lanka,Renewable Energy,Bond,244.7
2025,South Asia,Nepal,Renewable Energy,Equity,146.66
2025,East Asia & Pacific,China,Renewable Energy,Equity,1571.76
2025,East Asia & Pacific,China,Renewable Energy,Non-Concessional Loan,1767.45
2025,East Asia & Pacific,Indonesia,Renewable Energy,Equity,245.3
2025,East Asia & Pacific,Indonesia,Renewable Energy,Non-Concessional Loan,81.45
2025,East Asia & Pacific,Vietnam,Renewable Energy,Equity,2239.29
2025,East Asia & Pacific,Vietnam,Renewable Energy,Bond,61.46
2025,East Asia & Pacific,Philippines,Renewable Energy,Grant,256.14
2025,East Asia & Pacific,Philippines,Renewable Energy,Bond,1020.19
2025,East Asia & Pacific,Thailand,Renewable Energy,Bond,1669.13
2025,Latin America & Caribbean,Brazil,Renewable Energy,Equity,1297.99
2025,Latin America & Caribbean,Mexico,Renewable Energy,Bond,743.97
2025,Latin America & Caribbean,Colombia,Renewable Energy,Equity,298.79
2025,Latin America & Caribbean,Colombia,Renewable Energy,Bond,2324.85
2025,Latin America & Caribbean,Chile,Renewable Energy,Non-Concessional Loan,128.61
2025,Latin America & Caribbean,Argentina,Renewable Energy,Equity,2029.77
2025,Latin America & Caribbean,Argentina,Renewable Energy,Grant,1397.48
2025,Europe & Central Asia,Turkey,Renewable Energy,Equity,453.27
2025,Europe & Central Asia,Turkey,Renewable Energy,Grant,64.34
2025,Europe & Central Asia,Ukraine,Renewable Energy,Bond,603.28
2025,Europe & Central Asia,Ukraine,Renewable Energy,Grant,142.74
2025,Europe & Central Asia,Poland,Renewable Energy,Bond,358.34
2025,Europe & Central Asia,Romania,Renewable Energy,Bond,176.39
2025,Europe & Central Asia,Romania,Renewable Energy,Grant,3616.71
2025,Europe & Central Asia,Kazakhstan,Renewable Energy,Bond,44.66
2025,Middle East & North Africa,Morocco,Renewable Energy,Equity,2439.98
2025,Middle East & North Africa,Egypt,Renewable Energy,Bond,2536.8
2025,Middle East & North Africa,Egypt,Renewable Energy,Bond,444.12
2025,Middle East & North Africa,Jordan,Renewable Energy,Bond,573.77
2025,Middle East & North Africa,Jordan,Renewable Energy,Equity,628.47
2025,Middle East & North Africa,Tunisia,Renewable Energy,Non-Concessional Loan,873.58
